"image_1_text","image_2_text","database","image","number"
"a group of people walking down a sidewalk in the rain. the man in the black coat is wearing green shoes. ","a group of people walking down a sidewalk in the rain. the man in the black coat is wearing red shoes. ","wolfe1","image-103","5"
"man in blue shirt looking at woman","man in green shirt looking at womnan","wolfe1","image-104","1"
"a man wearing a blue shirt has a discussion with his co-workers","a man wearing a green shirt has a discussion with his co-workers","wolfe1","image-104","2"
"a office meetins with a coworker on the left wearing a blue shirt ","a office meeting with a coworker on the right wearing a green shirt","wolfe1","image-104","3"
"at conference meeting one man wearing the lightblue shirt ","at conference meeting one man wearing the light green color shirt","wolfe1","image-104","4"
"a meeting in a small room and people are crowded around a conference table the man to the far left has a blue shirt","a meeting in a small room and people are crowded around a conference table the man to the far left has a green shirt","wolfe1","image-104","5"
"a group of doctors and or nurses are in a meeting room having a discussion, and one of the men is wearing a light blue button-down dress shirt","a group of doctors and or nurses are in a meeting room having a discussion, and one of the men is wearing a light green button-down dress shirt","wolfe1","image-104","6"
"twelve people a a conference table face a woman at the end of the table. the man to the left of the woman at the front is wearing a blue shirt","twelve people at a conference table face a woman at the end of the table. the man to the left of the woman at the front is wearing a green shirt","wolfe1","image-104","7"
"a man in blue sits opposite a man in turquoise as they attentively listen to a group meeting","a man in green sits opposite a man in turquoise as they attentively listen to a group meeting","wolfe1","image-104","8"
"a man attending a meeting wearing a light blue shirt.","a man attending a meeting wearing a green shirt.","wolfe1","image-104","9"
"a crowd is sitting in the sun while a man in a green shirt is turned the opposite way","a crowd is sitting in the sun while a man in a pink shirt is turned the opposite way","wolfe1","image-105","1"
"a man sitting in a crowd wearing a tan shirt","a man sitting in a crowd wearing a pink shirt","wolfe1","image-105","2"
"a crowd sitting down in chairs at an event with one older man wearing a green shirt and hat","a crowd sitting down in chairs at an event with one older man wearing a pink shirt and hat","wolfe1","image-105","3"
"people are at an outdoor event. there is a man looking to the right in a yellow shirt.","people seated at an outdoor event. there is a man looking to the right in a brown shirt.","wolfe1","image-105","4"
"a man wearing a green shirt looking to the side while waiting on a concert.","a man wearing a pink shirt looking to the side while waiting on a concert.","wolfe1","image-105","5"
"a set of stairs with a yellow cushion on the top stair.","a set of stairs with a white cushion on the top stair.","wolfe1","image-106","1"
"a yellow pillow sits on a platform with many other colored and pattered pillows.","a green pillow sits on a platform with many other colored and pattered pillows.","wolfe1","image-106","2"
"a tiered staircase lined with pillows and one yellow pillow","a tiered staircase lined with pillows and a green pillow","wolfe1","image-106","3"
"a yellow pillow sits next to many other multi-colored pillows on a tiered area of a room","a light green pillow sits next to many other colored pillows on a tiered area of a room","wolfe1","image-106","4"
"a series of platforms with pillows. there is a yellow pillow on the top tier.","a series of platforms with pillows. there is a green pillow on the top tier.","wolfe1","image-106","5"
"a blue candle sits in a bowl with other colorful candles","a purple candle sits on a bowl with other colorful candles","wolfe1","image-107","1"
"an assortment of candles","an assortment of candles","wolfe1","image-107","2"
"a bowl of various colored candles with a green and blue on top along with clay figurines on  a grave","a bowl of various colored candles with a green and purple on top along with clay figurines on a grave","wolfe1","image-107","3"
"a bowl of hand dipped candles two of which are blue","a bowl of hand dipped candles one of which is blue","wolfe1","image-107","4"
"a rock surface with many candles, with a brown dish holding many colorful candles on their sides with a green and blue candle on top","a rock surface with many candles, with a brown dish holding many colorful candles with a purple and green candle on top","wolfe1","image-107","5"
"a dish with candles of various colors, such as blue, green, yellow, red, and purple sits alongside amazing handcrafted art","a dish with candles of various colors, but only one blue candle left, sits alongside amazing handcrafted art","wolfe1","image-107","6"
"a basket of candles with a variety of colors including blue are at a shrine.","a basket of candles with a variety of colors including purple are at a shrine.","wolfe1","image-107","7"
"there is a blue candlestick on top of the purple ones","there is only a green candlestick on top of the purple candle","wolfe1","image-107","8"
"there are three men playing golf, there is a building in the background.","there are three men playing golf there is some type of white building in the background.","wolfe1","image-108","1"
"a group of men playing golf with a view of a grayish buliding roof visible in the break of the tree line.","a group of men playing golf with a view of a reddish building roof visible in the break of the tree line.","wolfe1","image-108","2"
"three men playing golf with a white house that has a grey roof in the background.","three men playing golf with a white house that has a brown roof in the background.","wolfe1","image-108","3"
" three golfers contemplate a ball in front of a green roofed house","three golfers contemplate a ball in front of a gray roofed house","wolfe1","image-108","4"
"three men are playing golf with a roofline visible between the trees.","men are playing golf in a neighborhood with a roofline of a house in the background.","wolfe1","image-108","5"
"the roof of the building in the background is the color green","the roof of the building in the background is the color purple","wolfe1","image-108","6"
"a group of hikers, with one man wearing a red backpack.","a group of hikers with one man wearing a blue backpack.","wolfe1","image-109","1"
"a group of hikers or tourists gathered around a sign on an outdoor trail, one of them with a red and black backpack on his back","a group of hikers or tourists gathered around a sign on a trail outside looking at the sign, one of them sporting a blue and black backpack","wolfe1","image-109","2"
"listening with red backpack","listening with blue backpack","wolfe1","image-109","3"
"sseveral people outdoors with backpacks","several people outdoors and a bman with a blue backpack","wolfe1","image-109","4"
"a street long shot with cables running above and the tops of some older roofs, one red and one white appear to the right","a long shot of a street scene with cables running overhead and the tops of some buildings, one white and one purpleblue","wolfe1","image-110","1"
"a city street with multicolored buildings and a red billboard next to one another.","a city street with multicolored buildings and a blue billboard next to one another. ","wolfe1","image-110","2"
"strip of bulidings with a red one at the end","strip of buildings with a blue one at the end","wolfe1","image-110","3"
"a city street that has a variety of shops on it. there is a building with a red roof and writing in the background.","a city street that has a variety of shops on it. there is a building with a blue roof and writing in the background.","wolfe1","image-110","4"
"a group of stores connected together the one on the end has a red sign at the top of it. ","a group of stores connected together the one on the end has a blue sign at the top of it.","wolfe1","image-110","5"
"a series of buildings. one has a red roof","a series of buildings. one has a dark blue roof","wolfe1","image-110","6"
"a downtown city street with shops and stores, one of which is under a red awning","a downtown city street with shops and stores, one of which is under a blue awning","wolfe1","image-110","7"
"a line of shops along a street where one roof is red.","a line of shops along a street where one roof is blue.","wolfe1","image-110","8"
"a plane at the airport with a yellow jet truck parked next to it","a plane at the airport with a red jet truck parked next to it ","wolfe1","image-111","1"
"two airplanes at an airport with a yellow jet bus between them","two airplanes at an airport with a red jet bus between them","wolfe1","image-111","2"
"airplanes next to yellow truck","airplanes next to red truck","wolfe1","image-111","3"
"a plane on the red way getting filled up with gasoline by a yellow and blue truck","a plane sitting on the tarmac getting filled up with gasoline by a red and blue truck","wolfe1","image-111","4"
"between the planes, there is a truck that is yellow","between the trains there is a truck that is red","wolfe1","image-111","5"
"in the crowd of people, one man wears a red shirt.","in the crowd of people one man wears a blue shirt.","wolfe1","image-112","1"
"a busy street with a man walking down the middle of the crowd wearing a red shirt.","a busy street with a man walking down the middle of the crowd wearing a blue shirt.","wolfe1","image-112","2"
"a man in a red shirt walks down a street with a crowd of many people.","a man in a blue shirt walks down a street with a crowd of many people.","wolfe1","image-112","3"
"a man in a red shirt is amoung the crowd","a man in a blue shirt is among the crowd","wolfe1","image-112","4"
"people walking downtown with one person looking at a turquios shop with red shades ","people walking downtown with one person looking at a turquois shop with yellow shades","wolfe1","image-113","1"
"an outdoor city street with various shops and restaurants, one of which is under a red awning.","an outdoor city street with various shops and restaurants, one of which is under a yellow awning.","wolfe1","image-113","2"
"a clothing store with red clothing on the signage.","a clothing store with yellow clothing on the signage. ","wolfe1","image-113","3"
"a young man walking alone in front of a store with red colored hanging displays","a young man walking alone in front of a store with yellow colored hanging displays","wolfe1","image-113","4"
"a city street lined with stores, one with pink dresses hanging over it","a city street lined with stores, one with black and yellow dresses hanging over it","wolfe1","image-113","5"
"people walking on a street in front of a store with a red awning","people walking on a street in front of a store with a yellow awning","wolfe1","image-113","6"
"people walking infront of a store with pink decorations hanging off its roof.","people walking infront of a store with yellow decorations hanging off its roof.","wolfe1","image-113","7"
"3 men are standing outside with a blue fence behind them","3 men are standing outside with a yellow fence behind them ","wolfe1","image-114","1"
"there is a blue fence in the background","there is a yellow fence in the background","wolfe1","image-114","2"
"three men pose for a picture with a blue wooden structure behind them","three men pose for a picture with a yellow wooden structure behind them","wolfe1","image-114","3"
"there is a large courtyard with people standing around smiling. there is a blue fence and a stone gate in the back","there is a large courtyard where people are standing around smiling. in the back there is a yellow fence and a stone gate.","wolfe1","image-114","4"
"a group of people listening to a concert, with a woman sitting in a green chair.","a group of people listening to a concert and a woman sitting in a purple chair.","wolfe1","image-115","1"
"there is a green chair","there is a purple chair","wolfe1","image-115","2"
"crowded band festival with one empty lime-green folding chair","crowded band festival with one emply magenta folding chair","wolfe1","image-115","3"
"people sitting watching a concert with a green chair off to the right.","people sitting watching a concert with a pink chair off to the right","wolfe1","image-115","4"
"there is a small concert happening on a lawn. many people are watching. there is a green chair facing the stage on the left side.","there is a small concert happening on a lawn. many people are watching. there is a purple chair facing the stage on the left side.","wolfe1","image-115","5"
"some runners on a road with a baseball building in the distance","some runners on a road with a baseball building in the distance","wolfe1","image-116","1"
"a runner is being interviewed on a track, there is a building with red shutters in the background","a runner is being interviewed on a track, there is a building with blue shutters in the background","wolfe1","image-116","2"
"a lookout building near an athletic field with red metal coverings over the windows.","a lookout building near an athletic field with green metal coverings over the windows.","wolfe1","image-116","3"
"two women help a young man prepare for a running marathon with a small building showing in the background which has reddish windows","two women help a young man prepare for a running marathon with a small building showing in the background which has black windows","wolfe1","image-116","4"
"a house with red windows sits over a ballfield where several people are standing","a house with blue windows looms over a ballfield where several peope are standing in the road","wolfe1","image-116","5"
"a man is receiving a medal for completing a run in front of a ballfield with a building with red shutters,","a man is receiving a medal for completing a run in front of a ballfield with a building with black shutters.","wolfe1","image-116","6"
"a woman looking at products under a blue tent in a large street farmers market with many other people.","a woman looking at products under a red tent in a large street farmers market with many other people.","wolfe1","image-117","1"
"people standing under a blue canopy at a farmer's market","people standing under a red canopy at a farmer's market","wolfe1","image-117","2"
"a group of people shopping at a market with mostly white awnings except for two which have a green and blue awning. ","a group of people shopping at a market with mostly white awnings except for two which have a green and red awning. ","wolfe1","image-117","3"
"people shop at an outdoor market under white and blue canopies","people shop at an outdoor market under white and red canopies","wolfe1","image-117","4"
"open air market with several white tents and one blue tent covering the products. ","open air market with several white tents and one rent tent covering the products","wolfe1","image-117","5"
"people shopping at a market with a man standing next to a tent with a blue top","people shopping at a market with a man standing next to a tent with a red top","wolfe1","image-117","6"
"people are gathered at an outdoor market filled with various fruits and vegetables. one of the awnings covering the stalls is blue","people are gathered at an outdoor market filled with various fruits and vegetables. one of the awnings covering the stalls is red.","wolfe1","image-117","7"
"an oudoor scene of people walking among wood structures, both children and adults with a covered hill in the background and one adult standing, wearing a red backpack","a group of children and adults walking around some wooded structures in from of a low hill with one of the adults wearing a red backpack standing in  jeans to the right","wolfe1","image-118","1"
"a group of people hang around some playground equipment, including someone with a red backpack","a group of people hang around some playground equipment, including someone wwith an orange backpack.","wolfe1","image-118","2"
"large jungle gym park with parents and kids playing. one parent watches their kid wearing a red backpack","large jungle gym park with parents and kids playing. one parent watches their kid wearing a orange backpack.","wolfe1","image-118","3"
"walking thru a park with one person wearing a red backpack.","walking thru a park with one person wearing an orange backpack.","wolfe1","image-118","4"
"several parents, including a man with a red backpack are watching children at a playground","several parents, including a man with an orange backpack, are watching children at a playground","wolfe1","image-118","5"
"there is a yellow flag by the lake.","there is a red flag by the lake.","wolfe1","image-119","1"
"people sitting by a lake with a yellow sign by the water.","people sitting by a lake with a red sign by the lake.","wolfe1","image-119","2"
"people hang out at a park along the water with a yellow flag nearby","people hang out at a park along the water with a red flag nearby","wolfe1","image-119","3"
"people gathering around a pond that has a yellow flag near the water.","people gathering around a pond that has a red flag near the water","wolfe1","image-119","4"
"a pond with a yellow sign.","a pond with a dark orange sign.","wolfe1","image-119","5"
"this is an outside gazebo that has several green plants and a sculputre in the middle. there is a green picture on the right front side .","this is an outside gazebo that has several green plants and a sculputre in the middle. there is a blue picture on the right front side.","wolfe1","image-120","1"
"an asian gardan with a statue in the center in front of a light blue fabic with a tassel","an asian garden with a statue in the center in front of a dark blue puple fabric with a tassel","wolfe1","image-120","2"
"a patio with greenery and a large statue of a head next to a green vase. ","a patio with greenery and a large statue of a head next to a purple vase. ","wolfe1","image-120","3"
"a backyard table setting with a torqoise chair next to a buddha head","a backyard table setting with a purple chair next to a buddha head","wolfe1","image-120","4"
"red safety floating vests on a boat","green safety floating vests on a boat","wolfe1","image-121","1"
"a boat on a lake, with mountains visible in the background, with red devices on the side of the boat","a boat on a lake, with mountains visible in the background, with red and green devices on the side of the boat","wolfe1","image-121","2"
"an old boat with red life vests on it.","an old boat with green life vests on it.","wolfe1","image-121","3"
"there are some purple and black color cloths on the boat","there are some green and black color cloths on the boat ","wolfe1","image-121","4"
" a boat with red life vests hanging over the side of it","a boat with green life vests hanging over the side of it","wolfe1","image-121","5"
"a long boat with red fabrics along its side sits in a beautiful lake setting ready to be utilized","a long boat with red and green fabrics along its side sits in a beautiful lake setting ready to be utilized","wolfe1","image-121","6"
"an outside concert with a stage and one central performer in orange, some people with umbreallas and a person on the ground with an umbrella","an outdoor concert with a central performer with a guitar and one person with an umbrella on the ground while others stand around","wolfe1","image-122","1"
"a crowded outdoor concert with someone wearing a light colored backpack and someone standing in front of them with a pink umbrella. ","a crowded outdoor concdert with somone wearing a light colored backpack and someone standing in front of them with a blue umbrella. ","wolfe1","image-122","2"
"a person with a white shirt and white backpack bends over at a concert","a person with a white shirt and beige backpack is in a crowd at a concert","wolfe1","image-122","3"
"a green sign displayed on the window of a blue house","a red sign displayed on the window of a blue house","wolfe1","image-123","1"
"a storefront with a blue placard and cars out front","a storefront with a red placard and vars out front","wolfe1","image-123","2"
"a green sign that has red lettering is in the window of the shop in the blue building","a red sign that has red lettering is in the window of the shop in the blue building","wolfe1","image-123","3"
"three buildings on a street with a shop that has a green window above a sign","three buildings on a street with a shop that has a red window above a sign","wolfe1","image-123","4"
"a line of brightly colored buildings with cars in front of them.  the blue building has a blue sign in the window","a line of brightly colored buildings with cars in front of them.  the blue building has a red sign in the window","wolfe1","image-123","5"
"a block of multi colored buildings connected to each other. the blue building has a white sign in the window of the door","a block of multi colored buildings connected to each other. the blue building has a white sign in the window of the door","wolfe1","image-123","6"
"blue, white and red buildings on a street front, the blue bluilding has a green sign in the window","blue, white, and red buildings on a street front, the blue building has a red sign in the window","wolfe1","image-123","7"
"a group of colorful buildings one with a sign in the window that is red and blue and says succo","a group of colorful buildings one with a sign in the window that is red and says succo","wolfe1","image-123","8"
"a storefront is next to an apartment building in a hispanic-themed part of a city. the door to the storefront is decorated with a blue sash.","a storefront is next to an apartment building in a hispanic-themed part of a city. the door to the storefront is decorated with a red and blue sash.","wolfe1","image-123","9"
"two people walking their dog in a park next to the marina with a dull green colored post.","two people walking their dog in a park next to the marina with a brown colored post.","wolfe1","image-124","1"
"a wooden pole in some water by a walkway","a wooden pole in some water by a walkway","wolfe1","image-124","2"
"a pair of people standing and talking next to a body of water with a green pole standing next to them","a pair of people standing and talking next to a body of water with a brown pole standing next to them","wolfe1","image-124","3"
"a walkway on the water with a green pier post.","a walkway on the water with a brown pier post","wolfe1","image-124","4"
"two people walking a dog towards a pier with three green poles in the water","two people walking a dog towards a pier with two green poles and one brown pole in the water","wolfe1","image-124","5"
"a walk in the park on a gated path along the water with green posts sticking out of the water","a walk in the park on a gated path along the water with green and brown posts sticking out of the water","wolfe1","image-124","6"
"two people are talking next to a boat dock, with both posts at the dock slightly green with algae.","two people are talking next to a boat dock, with one post at the dock looking cleaner than the other one slightly green with algae.","wolfe1","image-124","7"
"a blue bag leaning against a sign post on a street","a yellow bag leaning against a post on a street","wolfe1","image-125","1"
"two surveyors looking at their equipment, with a blue bag of it left on the streetside in case they need it.","two surveyors looking at their equipment, with a yellow bag of it left on the streetside in case they need it.","wolfe1","image-125","2"
"person taking landscape photo with another person holding a blue backpack","person taking landscape phone and another person holding a yellow backpack","wolfe1","image-125","3"
"construction workers set up surveying equipment, while an onlooker stands next to a blue bag","construction workers set up surveying equipment, while an onlooker stands next to a green bag","wolfe1","image-125","4"
"a volley ball game in a wooded park setting with a group of three people watching a ball about to be volleyed back ","a volleyball game with a group of three players watching on the right watching one person about to hit the ball across in a park setting","wolfe1","image-126","1"
"a man in a blue shirt plays volleyball with a group","a man in a green shirt plays volleyball with a group","wolfe1","image-126","2"
"two teams play a game of volleyball outside, with one man on one team wearing a dark blue shirt.","two teams play a game of volleyball outside, with one man on one team wearing a grayish yellow shirt.","wolfe1","image-126","3"
"the guy si wearing blue","the guy is wearing green","wolfe1","image-126","4"
" a group of guys playing volleyball, one guy is wearing a blue shirt.","a group of guys playing volleyball, one guy is wearing a green shirt.","wolfe1","image-126","5"
"there is a car that is under a large amount of snow. a person is using a blue snowshovel to dig the car out.","there is a car that is under a large amount of snow. a person is using a green snowshovel to dig the car out. ","wolfe1","image-127","1"
"a group of people cleaning off a car with the lady on the right using a blue shovel.","a group of people cleaning off a car with the lady on the right using a green shovel.","wolfe1","image-127","2"
"a woman shovels snow off of her car with a big blue shovel","a woman shovels snow off of her car with a big green shovel","wolfe1","image-127","3"
"a group of people attempt to remove snow from a car, one of whom is holding a blue shovel","a group of people attempt to remove snow from a car, one of whom is holding a green shovel","wolfe1","image-127","4"
"woman clearing car with bluw shovel","women clearing car with green shovel","wolfe1","image-127","5"
"rock climbing with a boy with blue on","rock climbing with a boy with green on","wolfe1","image-128","1"
"a person that's in water and about to climb up a rope. they're wearing a blue life vest.","a person that's in water and about to climb up a rope. they're wearing a green life vest.","wolfe1","image-128","2"
"several people lined up to cliff jump into the water, a boy being pulled out of the water has a purple life jacket on","several people lined up to clidd jump into the water, a boy being pulled out of the water has a green life jacket on","wolfe1","image-128","3"
"a person with a blue shirt begins climbing up a pocked rockside to a cliff from the waters below","a person with a green shirt begins climbing up a pocked rockside to a cliff from the waters below","wolfe1","image-128","4"
"a swimmer trying to climb up a short cliff wearing a blue vest.","a swimmer trying to climb up a short cliff wearing a green vest.","wolfe1","image-128","5"
"woman in blue jeans walking","woman in gray jeans walking","wolfe1","image-129","1"
"elderly tour group in asia with one lady wearing blue jeans","elderly tour group in asia with one lady wearing grey jeans","wolfe1","image-129","2"
"a group of old ladies and men with one old woman wearing a pair of blue jeans","a group of old ladies and men with one old woman wearing a pair of gray jeans","wolfe1","image-129","3"
"a group of people standing outside a building. the lady in the front is wearing blue jeans","a group of people standing outiside a building. the lady in the front is wearing gray pants.","wolfe1","image-129","4"
"adult tourists stand on a street in an asian country in front of a large gray building, and one of the women is wearing blue jeans","adult tourists stand on a street in an asian country in front of a large gray building, and one of the women is wearing grey pants","wolfe1","image-129","5"
"an old woman wearing blue jeans is standing in a crowd of people on a road","an elderly woman wearing grey pants is standing in a crowd of people on the roadside","wolfe1","image-129","6"
"a jeans-wearing photographer looks at her photos as she stands outside an interestingly designed building","a gray pants-wearing photographer looks at her photos as she stands outside an interestingly designed building","wolfe1","image-129","7"
"a group of people are standing around on a sidewalk while one woman in blue jeans is looking at what she is holding.","a group of people are standing around on the sidewalk while a woman in grey pants is looking at what she is holding.","wolfe1","image-129","8"
"the person in foreground is wearing blue jeans","the person in the forground is wearing grey jeans","wolfe1","image-129","9"
"a woman standing on the sidewalk wearing a pair of blue jeans.","a woman standing on the sidewalk wearing a pair of grey jeans.","wolfe1","image-129","10"
"a group of people in a cold snowy place with a man in blue getting into something that is orange.","a group of people in a cold snowy place with a man in blue getting into something that is blue.","wolfe1","image-130","1"
"people loading supplies with an orange and blue case onto a helicopter in the snow. ","people loading supplies with a blue case onto a helicopter in the snow. ","wolfe1","image-130","2"
"a group of people ready to board a helicopter along with yellow labeled supplies","a group of people ready to board a helicopter along with blue labeled supplies","wolfe1","image-130","3"
"people walking in the snow towards a helicopter and some yellow supplies","people walking in the snow towards a helicopter and some blue supplies","wolfe1","image-130","4"
"a helicopter with a group of people getting supplies with yellow boxes","a helicopter with a group of people getting supplies with blue boxes","wolfe1","image-130","5"
"a man carrying supplies which include an orange package.","a man carrying supplies which include a blue package.","wolfe1","image-130","6"
"the instructor shows the children dance moves. one of the children wears a pink skirt.","the instructor shows the children dance moves. one of the children wears a purple skirt.","wolfe1","image-131","1"
"a girl in a pink skirt does exercise with a group of other children.","a girl in a purple skirt does exercise with a group of other children.","wolfe1","image-131","2"
"a lady leading a workout class of all different ages of children and a little girl in a red skirt","a lady leading a workout class of all different ages of children and a little girl in a purple skirt","wolfe1","image-131","3"
"dance instructor teaches a group of young children how to dance. one child wearing a red plaid skirt seems to have mastered the form better than the rest of her class","dance instructor teaches a group of young children how to dance. one child wearing a purple plaid skirt seems to have mastered the form better than the rest of her class","wolfe1","image-131","4"
"children in a large room learning how to dance and be active. a girl in the front row with red shorts follows the dance instructor's moves closely. ","children in a large room learning how to dance and be active. a girl in the front row with purple shorts follows the dance instructor's moves closely.","wolfe1","image-131","5"
"a girl dancing in a room wearing some orange shorts","a girl dancing in a room wearing some purple shorts","wolfe1","image-131","6"
"a living room with two white sofas, a red pillow is used","a living room with two white sofas, a green pillow is used","wolfe1","image-132","1"
"two white couches sit in front of a fireplace in a nice living room. the closest couch has a red throw pillow at the end next to the fireplace","two white couches sit in front of fireplace in a nice living room. the closest couch has a green throw pillow at the end next to the fireplace","wolfe1","image-132","2"
"living room with red pillows","living room with green pillows","wolfe1","image-132","3"
"a living room scene including a couch with two orange pillows","a living room scene including a couch with one orange and one yellow pillow","wolfe1","image-132","4"
"a well-decorated living room with a fireplace, several pictures on the wall, and two white couches covered in pillows, one of which is red","a well-decorated living room with a fireplace, several pictures on the wall, and two white couches covered in pillows, one of which is green","wolfe1","image-132","5"
"ther is a living room with a fireplace. there are white colored sofa around the fireplace. the sofa to the right has red, black, and dark red pillows on it.","there is a living room with a fireplace. there are white colored sofas around the fireplace. the sofa to teh right has red, black, and green pillows on it.","wolfe1","image-132","6"
"a relaxing looking outside seating area next to a blue house. there is a red surfboard leaned up against the house.","a relaing looking outside seating area next to a blue house. there is a green surfboard leaned up against the house.","wolfe1","image-133","1"
"a brown surf board leans against the outside of a blue building.","a green surf board leans against the outside of a blue building.","wolfe1","image-133","2"
"an outdoor lounge area with a brown surfboard leaning against the building","an outdoor lounge area with a green surfboard leaning against the building","wolfe1","image-133","3"
"an outdoor seating area with a brown surfboard leaning on the wall. ","an outdoor seating area with a green surfboard leaning on the wall. ","wolfe1","image-133","4"
"a comfortable outdoor lounge area with a red surfboard laying against a wall","a comfortable outdoor lounge area with a green surfboard laying against a wal","wolfe1","image-133","5"
"a grassy outdoor seating area with a red surfboard leaning against the wall","a grassy outdoor seating area with a blue surfboard leaning against the wall","wolfe1","image-133","6"
"an outdoor lounge area with a red and black striped surfboard in the background","an outdoor lounge area with a yellow and green striped surfboard","wolfe1","image-133","7"
"a fancy outside living room with a red surfboard hung on the wall.","a fancy outside sitting area with a green surf board hung on the wall.","wolfe1","image-133","8"
"there are various people walking down a sidealk in front of a tropicana store, one of them is a woman wearing a red top","there are various people walking down a sidewalk in front of a tropicana store, one of them is a woman wearing a blue top","wolfe1","image-134","1"
"the lady is wearing red","the lady is wearing blue","wolfe1","image-134","2"
" people walking on a boardwalk with a woman wearing a red shirt","people walking on a boardwalk with a woman wearing a blue shirt","wolfe1","image-134","3"
"a group of five people walking together, one of the people in front have a red shirt on","a group of five people walking together, one of the people in front have a blue shirt on","wolfe1","image-134","4"
"a group of people on a sunny day walk along a boardwalk next to businesses, and there is a woman wearing a red shirt near the tropicana building","a group of people on a sunny day walk along a boardwalk next to businesses, and there is a woman wearing a blue shirt near the topicana building","wolfe1","image-134","5"
"a family enjoying a camel ride where the second girl is wearing a green cap backwards.","a family enjoying a camel ride where the second girl is wearing a purple cap backwards. ","wolfe1","image-135","1"
"people riding camels and a woman with a green and white cap","people riding camels and a woman with a purple and white cap","wolfe1","image-135","2"
"tourists riding camels, one wearing a green hat","tourists riding camels, one wearing a purple hat","wolfe1","image-135","3"
"a girl with a green hat and sunglasses is riding on the back of a camel","a girl with a pink hat and sunglasses is riding on the back of a camel behind another girl","wolfe1","image-135","4"
"six people on three camels, the girl on the back of the front camel has a green and white hat","six people on three camels, the girl on the back of the front camel has a purple and white hat","wolfe1","image-135","5"
"a roof deck overlooks the ocean and a teal house","a roof deck overlooks the ocean and a pink house","wolfe1","image-136","1"
"an outdoor rooftop patio overlooks a baby blue building.","an outdoor rooftop patio overlooks a pink building.","wolfe1","image-136","2"
"a rooftop patio overlooking a light blue building. ","a rooftop patio overlooking a pink building. ","wolfe1","image-136","3"
"a rooftop lounge area overlooking a light blue building","a rooftop lounge area overlooking a pink building","wolfe1","image-136","4"
"a deck patio with a blue house in the background","a deck patio with a pink house in the background","wolfe1","image-136","5"
"a rooftop lounge area with a blue house below","a rooftop lounge area with a pink house below","wolfe1","image-136","6"
"a fancy rooftop view of a blue house on the streets below.","a fancy rooftop view of a pink house on the streets below.","wolfe1","image-136","7"
"there are two women walking on a beach and there are several umbrellas, there is a blue umbrella and a yellow umbrella behind them.","there are two women walking on a beach, and there are several umbrellas. there are two yellow umbrellas behind them.","wolfe1","image-137","1"
"people walking near blue umbrella","people walking near yellow umbrella","wolfe1","image-137","2"
"umbrellas sit on a beach with a blue one at the rear","umbrellas sit on a beach with a yellow one at the rear","wolfe1","image-137","3"
"beach area with caddy' surfboard and 4 blue umbrellas and 3 yellow umbrellas","beach area with caddy's surfboard and 3 blue umbrellas and 4 yellow umbrellas","wolfe1","image-137","4"
"picnic tables are set up on the beach with three blue and three yellow beach umbrellas","picnic tables are set up on the beach with two blue and four yellow beach umbrellas","wolfe1","image-137","5"
"there is a patch of sand that has bench tables and chairs with blue and yellow umbrellas hanging over them. the blue umbrella is on the far left.","there is a patch of sand that has bench tables and chairs with blue and yellow umbrellas hanging over them. there is a yellow umbrella on the far left side.","wolfe1","image-137","6"
