"image_1_text","image_2_text","database","image","number"
"an open design kitchen and living room with a nice desk space","an open design kitchen and living room with a book on top of a nice desk space","wolfe2","063_L_laptop","4"
"a modern living room","a modern living room with something missing from the desk.","wolfe2","063_R_laptop","1"
"an uspcale room with large windows, a fireplace, and an empty desk","an upscale room with large windows, a fireplace, and a desk with a single white object on it","wolfe2","063_R_laptop","2"
"an eating or hangout area next to a fireplace with open doors","an eating or hangout area next to a fireplace with open doors to outside, and a computer on the desk on the upper level","wolfe2","063_R_laptop","3"
"a very modern living room with a desk with nothing on it","a very modern living room with a desk with a notebook on it","wolfe2","063_R_laptop","4"
"a dining room with table and chairs, a window view, and one bottle under a mirror","a dining room with table and chairs, a window view, and bottles under a mirror","wolfe2","064_L_bottles","1"
"an olive colored wall in a well decorated dining room","a brown jug sitting on a brown dresser","wolfe2","064_L_bottles","2"
"dining room with 6 chairs","dining room with wine bottles on desk in the back","wolfe2","064_L_bottles","3"
"a dinnig room with large table and six chairs around. there is a mirror on the wall without bottle of wine at the desk beneath the mirror","a dinning room with large table and six chairs around. there is a mirror on the wall with bottle of wine at the dessk beneath the mirror","wolfe2","064_L_bottles","4"
"a large dining room with a lot of natural light and a bottle of alcohol on the side table","a large dining room with a lot of natural light and a few bottles of alcohol on the side table","wolfe2","064_L_bottles","5"
"there is a white vase and tray next to the mirror on this desk.","there is a white vase, tray and lantern next to the mirror on this desk.","wolfe2","064_R_bottles","1"
"the knobbed candle holder sits atop the brown wooden shelf","there is a black vase on top of the wooden shelf that sits in the dining room","wolfe2","064_R_bottles","2"
"a bottle sits on top of a wooden buffet table","2 bottles sits on top of a wooden buffet table","wolfe2","064_R_bottles","3"
"a dining room with dark brown furniture and a table against the wall with a white bowl on it","a dining room with dark brown furniture and a table against the wall with a white bowl and liquer bottle on it","wolfe2","064_R_bottles","4"
"it's a dining room with fancy furniture, it looks very nice and expensive.","dining room with fancy furniture, it looks nice and expensive, there appears to be two more wine bottles on the shelving now.","wolfe2","064_R_bottles","5"
"an elegant dining room with cherry wood table and matching chairs with a buffet on the wall with glass dishes.","an elegant dining room with cherry wood table and matching chairs with a buffet on the wall with a black lantern","wolfe2","064_R_bottles","6"
"a beige and white bedroom with desk and a shelf with books","a beige and white bedroom with desk and a shelf with books and cds","wolfe2","065_L_cd","1"
"an empty slot at the bookshelf","books arranged on a bookshelf","wolfe2","065_L_cd","2"
"a youth bedroom in tan tones. there's a bed, a desk, and a shelf for media. there are three stacks on the longer shelf.","a youth bedroom in tan tones. there's a bed, a desk, and a shelf for media.  there are four stacks on the longer shelf.","wolfe2","065_L_cd","3"
"a cozy room with a desk and small bed with a shelf above the desk that has an open space for more items","a cozy room with a desk and small bed with a shelf above the desk that has no open space for more items","wolfe2","065_L_cd","4"
"theres a book shelf in an office with nothing in the middle","theres a bookshelf in an office with books in the middle","wolfe2","065_L_cd","5"
"an office bedroom that has less books above the chair","an office bedroom that has more books displayed above the chair","wolfe2","065_R_cd","1"
"there are no books on the shelf","bookks appear to be on the shelf ","wolfe2","065_R_cd","2"
"a box shaped shelf contains an organized collection of media.","additional media appears in a shelf with a collection of media.","wolfe2","065_R_cd","3"
"a bedroom that is clean and has a semifull bookcase","a bedroom that is clean and has a full bookcase","wolfe2","065_R_cd","4"
"family room office area with books","the office holds the book shelf for the family room","wolfe2","065_R_cd","5"
"an empty space on floating shelf between books","stack of vertical books sitting on shelf","wolfe2","065_R_cd","6"
"this is an interesting bedroom. there is a book shelf with an empty spac ein the middle.","this is an interesting bedroom. there is a completely full book shelf on the wall.","wolfe2","065_R_cd","7"
"modern looking space with black white and red furniture","modern living space with black, white and red furniture including a pole","wolfe2","066_L_vase","1"
"thebox shows the black wall and white sofa","the box contains white jar in it","wolfe2","066_L_vase","2"
"a themed living room with red and black decor and a sofa. there is black vases on one side ","a themed living room with red and black decor and a sofa. there is black vases on one side and a white one on the other","wolfe2","066_L_vase","3"
"a very modern looking living room with a black accent wall","a very modern looking living room with a white vase set against a black accent wall","wolfe2","066_L_vase","4"
"a modern bedroom with a black painted wall","a modern bedroom decorated with thin white sculptures","wolfe2","066_L_vase","5"
"a living space with a black wall, a white wall, a black chair and a white chair, and 6 wall-mounted lights","a living space with a black wall and a white wall, black furnature and white furnature, 6 wall-mounted lights, and a white decorative object","wolfe2","066_R_vase","1"
"a living room painted black and white with white and black chair, as well as some black, white and red decorations.","a living room painted black and white, with a white and black chair, as well as  some black, white and red decorations.","wolfe2","066_R_vase","2"
"a nice appartment with simple colors","an object missing from the room but i am unsure of what the object is","wolfe2","066_R_vase","3"
"the walls in the modern living room are painted black.  there is also white leather furniture.","there is a white vase on a white leather loveseat in a modern living room with black and white walls","wolfe2","066_R_vase","4"
"an empty office with 1 huge picture on the wall","an empty office with a couple artwork pictures","wolfe2","067_L_painting","1"
"an empty board room decorated well with 10 chairs but missing a framed picture on the table. ","and empty board room decorated well with 10 chairs, with a framed picture on the table","wolfe2","067_L_painting","2"
"a nice looking boardroom with nice white rolling office chairs. there is a cabinet off to the side behind a chair with nothing on it.","a nice looking boardroom with nice white rolling office chairs. there is a cabinet off to the side behind a chair with a picture on top of it.","wolfe2","067_L_painting","3"
"very modern dining room with large window and no picture on side table","very modern dining room with large window and small, white frame with a picture on side table","wolfe2","067_L_painting","4"
"an office room with little to no decor in it with an empty dresser on the side ","an office room with little decor in it with a dresser on the side with a picture on it ","wolfe2","067_L_painting","5"
"a meeting room with a brown shelf.","a meeting room that has a picture on the brown shelf. ","wolfe2","067_R_painting","1"
"there is a bare side table in this large meeting room","there is a photograph atop a side table in this large meeting room","wolfe2","067_R_painting","2"
"an office meeting room with a large tv ","an office meeting room with a large tv and a small picture","wolfe2","067_R_painting","3"
"a short side table without any objects on it","a short side table with a framed photo set on it","wolfe2","067_R_painting","4"
"a modern marble bathroom with two levers between the tub and the mirror.","a modern marble bathroom with three levers between the tub and the mirror.","wolfe2","068_L_faucet","1"
"a modern bathroom with contrasting colors from the white walls to the brown drawers to the black tub with only a left side handle ","a modern bathroom with contrasting colors from the white walls to the brown drawers to the black tub with a right side and left side handles","wolfe2","068_L_faucet","2"
"a nice bathroom with a bathtub with two handles over the wall","a nice bathroom with a bathtub with three handles over the wall","wolfe2","068_L_faucet","3"
"a lavish bathroom with two faucets","a lavish bathroom with 3 faucets","wolfe2","068_L_faucet","4"
"a newly updated bathroom, that includes a soaking tub full with flower petals and three storage attachments on the tile","a newly updated bathroom, that includes a soaking tub full with flower petals and two storage attachments on the tile","wolfe2","068_L_faucet","5"
"a spacious bathroom with very clean and white fixtures and a large bath tub with two faucets","a spacious bathroom with very clean and white fixtures and a large bath tub with three faucets","wolfe2","068_L_faucet","6"
"a bathroom with three different ","a bathroom with an extra faucet to start the bath","wolfe2","068_R_faucet","1"
"a bathroom with a rectangular white sink basin, a black bathtub, two mirrors, and one faucet over the bathtub","a bathroom with a rectangular white sink basin, a black bathtub, two mirrors, and two faucets over the bathtub","wolfe2","068_R_faucet","2"
"a white bathroom with a black tub and one faucet knob on the wall behind the tub","a white bathroom with a black tub and two faucet knobs on the wall behind the tub","wolfe2","068_R_faucet","3"
"high end bathroom with a tub that had flowers in it. there are two holders on thewall next to the tub  ","high end bathroom with a tub that has flowers in it. there are three holders on the wall next to the tub","wolfe2","068_R_faucet","4"
"a bathroom with a black bathtub with a missing panel near the faucet","a athroom with a black bathtub with two panels near the faucet.","wolfe2","068_R_faucet","5"
"a living room decorated with flowers and candles","a living room decorated with flowers","wolfe2","069_L_things","1"
"a fireplace, table, mirror and bookshelf all wooden","a wooden fireplace, table, mirror and bookshelf with candles","wolfe2","069_L_things","2"
"a living room having a shelf without decorations on top of the shelf","a living room having a shelf with decorations on top of the shelf","wolfe2","069_L_things","3"
"living room with fireplace and shelf with some decorations","living room with fireplace with four more decorations on upper shelf","wolfe2","069_L_things","4"
"a generic living room with a built-in bookshelf that has candles on the top shelf next to a black box","a generic living room with a built in bookshelf that has a black box on the top shelf","wolfe2","069_R_things","1"
"a classic style living room with fireplace and a shelf to the righta","a classic style living room with fireplace and a object on the shelf to the right","wolfe2","069_R_things","2"
"a small living area with brown furniture, and a brown fireplace, as well as a brown shelf","a small living area with wooden material furniture and a decorations on the brown shelf","wolfe2","069_R_things","3"
"a living room with a lot of wood detailing and a built in bookshelf with an empty space on the top","a living room with a lot of wood detailing and a built in bookshelf with a set of candles on the top shelf","wolfe2","069_R_things","4"
"a room with two sofas. everything looks very white. there is a single light fixture on the wall beside the mirror over the fireplace.","a room with two sofas. everything is very white. there are two light fixtures beside the mirror over the fireplace.","wolfe2","070_L_lamp","1"
"a comfortable living area with a large mirror above the fireplace and a light sconce on the right side of the mirror","a comfortable living area with a large mirror above the fireplace and a set of light sconces on either side of the mirror","wolfe2","070_L_lamp","2"
"an upscale living room that has a nude color scheme and one light feature on the wall","an upscale living room that has a nude color scheme and 2 light features on the wall","wolfe2","070_L_lamp","3"
"living room with a large mirror on the middle of the wall with only one lamp mount on the wall on the right hand side","living room with a large mirror o the middle of the wall with two lamps mount on the wall on the both sides","wolfe2","070_L_lamp","4"
"a white modern looking living room with 1 hanging lamp on the wall","a white modern looking living room with 2 hanging lamps on the wall","wolfe2","070_R_lamp","1"
"the living room has cream colored carpeting and off white walls","a chandelier hangs off the wall in the cozy living room with plush furniture and cream colored carpeting","wolfe2","070_R_lamp","2"
"a very elegant and modern living room of a big house","a very elegant and modern living room with 3 floating lights on the wall","wolfe2","070_R_lamp","3"
"a living area with fancy decor, white couches and white walls.","a mostly white living area with white couches, white walls, and a candle holder hanging on the wall","wolfe2","070_R_lamp","4"
"a white, bright, upscale living room with one light fixture next to the mirror","a white, bright, upscale living room with a light fixture on either side of the mirror","wolfe2","070_R_lamp","5"
"a sitting room crowded with furniture and an empty spot to the right of one of the lamps.","a sitting room crowded with furniture and a vase next to one of the lamps.","wolfe2","071_L_art","1"
"a very coy old school looking living room","a very cozy old school looking living room with some flowers on one of the end tables","wolfe2","071_L_art","2"
"old fashioned living room with black and white table lamps having a white object on the end table","old fashioned living room with black and white table lamps having a brownish colored object on the end table","wolfe2","071_L_art","3"
"a nice living room without a flower vessel on top of the cupboards","a nice living room with a flower vessel on top of the cupboard","wolfe2","071_L_art","4"
"there is taxky wallpaper in the awful looking living room with cream furniture","there is a piece of coral that sits near the lamp and candle holder in the living room with cream furniture","wolfe2","071_R_art","1"
"it's an old styled living room with some light and dark colors, plus floral.","it's an old styled living room with some light and dark colors, plus floral and some extra flowers on the table top in the back right.","wolfe2","071_R_art","2"
"a living room nothing on the lamp table","i living room with flower plant on the lamp table","wolfe2","071_R_art","3"
"a mostly black and tan living room"," a mostly black and tan living room with a unique sculture on the end table","wolfe2","071_R_art","4"
"black and cream bedroom with bottom left handle missing off 6-drawer dresser","black and cream bedroom with all handles on the 6-drawer dresser","wolfe2","072_L_handle","1"
"a bedroom with a dresser in it that has five drawers with handles on i t","a bedroom with a dresser in it that has six drawers with handles on them","wolfe2","072_L_handle","2"
"a dresser in a corner of a bedrom with 6 drawers that all have handles except for one","a dresser in a corner of a bedroom with 6 drawers that all have handles","wolfe2","072_L_handle","3"
"a bedroom with a classic theme, dark wood furniture with white fabric, and a dresser that has 7 handles","a bedroom with a classic theme, dark wood furniture with white fabric, and a dresser that has 8 handles","wolfe2","072_L_handle","4"
"a bedroom that is furnished in white with black oak furniture, including an armoire that is missing a drawer handle in its lower left corner","a bedroom that is furnished in white with black oak furniture, including an armoire with ornate metal handles on its drawers","wolfe2","072_L_handle","5"
"darke bedroom funiture missing a drawer pull","dark bedroom furniture","wolfe2","072_R_handle","1"
"a dresser in a bedroom with a handle missing from the lowest right corner drawer","a dresser in a bedroom with all of it's handles on it","wolfe2","072_R_handle","2"
"a chic black and white bedroom with a large dresser that has five drawer handles and is missing one in the bottom right","a chic black and white bedroom with a large dresser tha has six drawers","wolfe2","072_R_handle","3"
"a bedroom with a bed, night stand, chair and dresser with a missing handle","a bedroom with a bed, night stand, chair and dresser","wolfe2","072_R_handle","4"
"a dresser without a handle pull ","a dresser with a handle pull","wolfe2","072_R_handle","5"
" in a kitchen there is a pot with many utencils next to the stove","in a kitchen there is a pot with few utencils next to the stove","wolfe2","073_L_coffeemug","1"
"the kitchen is very nice because of the flower","the kitchen is very nice because of the flowers","wolfe2","073_L_coffeemug","2"
"white kitchen with marble countertops has plenty of space for things.","white kitchen with marble countertops has plenty of space for things.","wolfe2","073_L_coffeemug","3"
"aa nice kitchen with marble counter tops an island and a what looks like pasta next to a double oven","a nice well lit kitchen with hardwood floors and what looks like dry pasta next to a double oven.","wolfe2","073_L_coffeemug","4"
"a large morden kitchen with white cabintry and a large island in the middle as well as some flowers by the appliances","a large modern kitchen with white cabintry and a large island in the middle as well as some flowers by the appliances.","wolfe2","073_R_coffeemug","1"
"switch board has ","in its does not have","wolfe2","073_R_coffeemug","2"
"spacious and bright kitchen with several windows and a flower vase on the countertop.","spacious and bright kitchen with several windows and a multiple flower vases on the countertop.","wolfe2","073_R_coffeemug","3"
"a large kitchen with wood floors, warm lighting, and an item on the far counter below the microwave","a large kitchen with wood floors, warm lighting, and a colorful item on the far counter below the  microwave","wolfe2","073_R_coffeemug","4"
"a spacious sitting room with a table that has two plants sitting in the middle of it.","a spacious sitting room with a table that has two plants and a book sitting in the middle of it.","wolfe2","074_L_book","1"
"white living room with coffee table","white living room with coffee table and book on it","wolfe2","074_L_book","2"
"a living room decorated in shabby chic with a wrought iron coffee table and nic nacks.","a living room decorated in shabby chic with a wrought iron coffee table holding a book and nic nacks.","wolfe2","074_L_book","3"
"there is a white table","it contains a book on a table","wolfe2","074_L_book","4"
"a pristine sitting room with a coffee table that holds multiple plants","a pristine sitting room with a coffee table that holds multiple plants and a book","wolfe2","074_R_book","1"
"a living roomwith a table with plants","a living room with plants and a book on the table","wolfe2","074_R_book","2"
"bright and inviting living area. has a coffe table with plants on it.","bright and inviting living area. has a coffee table with plants and a book on it","wolfe2","074_R_book","3"
"the table is bare at the end","a book is on the table","wolfe2","074_R_book","4"
"a living room with no book on the coffee table","a living room with a book on the coffee table","wolfe2","074_R_book","5"
"family coffee table in living room","the living room space includes a coffee table","wolfe2","074_R_book","6"
"a coffee table in middle of living room","a book is sitting on a table","wolfe2","074_R_book","7"
"this is a sitting room. the coffee table has plants on it.","this is a sitting room. the coffee table hs plants and a magazine on it.","wolfe2","074_R_book","8"
"a very nice rustic kitchen with spotlights on the ceiling.","a very nice rustic kitchen with extra spotlights on the ceiling to make it very well lit","wolfe2","075_L_light","1"
"a kitchen with wood floors and cabinets with 6 overhead lights","a kitchen with wood floors and cabinets with 7 overhead lights","wolfe2","075_L_light","2"
"a kitchen ornately decorated with wood cabinets, with recessed lights in the ceiling that only cover one side of the room","a kitchen ornately decorated with wood cabinets, and with recessed lights along the edges of the ceiling","wolfe2","075_L_light","3"
"an antique kitchen with three hanging lights","an antique kitchen with three hanging lights and a ceiling light is missing.","wolfe2","075_L_light","4"
"a kitchen with 3 in ceiling lights.","a kitchen with 4 in ceiling lights.","wolfe2","075_R_light","1"
"i really think that this image provides a classic home.  there should really be more lights in this area but overall it looks great.","i love the extra lighting.  the whole decor is welcoming.","wolfe2","075_R_light","2"
"a kitchen with three ceiling lights","a kitchen with    ","wolfe2","075_R_light","3"
"there is no light on the ceiling","there is a light in the cielin","wolfe2","075_R_light","4"
"a well painted ceiling appears in a well outfitted kitchen.","a can light appears in the kitchen.","wolfe2","075_R_light","5"
"a kitchen with 3 skylights","a kitchen with 4 skylights","wolfe2","075_R_light","6"
"wholesome loving family kitchen","well to do family kitchen","wolfe2","075_R_light","7"
"a ceiling with square designs","a recess lighting in the ceiling itself","wolfe2","075_R_light","8"
"a bathroom with a big mirror and no towel rack","a bathroom with a big mirror and a towel rack next to the mirror","wolfe2","076_L_hook","1"
"a large bathroom mirror with neatly folded towels on the shelves. ","a large bathroom mirror with a hanging rack next to it, and neatly folded towels in the shelving unit. ","wolfe2","076_L_hook","2"
"abathroom with tub and showerand a plant on the counter ","a bathroom with tub and shower and a plant on the counter with a towle hook on the wall","wolfe2","076_L_hook","3"
"bathroom with big mirror","bathroom with big mirror and hook for hand towels above the sink","wolfe2","076_L_hook","4"
"a bathroom with no towel hook on the wall","a bathroom with a towel hook on the wall","wolfe2","076_L_hook","5"
"a bathroom with a large mirror, without a towel hanger","a bathroom with a large mirror, with a towel hanger.","wolfe2","076_L_hook","6"
"the beige wall is waiting for the right decor to liven the bathroom up abit.","the decor that is in this image, seems to promote a healthy body image.  the space is nice and roomy.","wolfe2","076_R_hook","1"
"spa like bathroom with neutral wall color","spa like bathroomwith neutral wall color and white towel fixture","wolfe2","076_R_hook","2"
"the wall is bare in this spacious bathroom","there is a towel hook on the wall in this spacious bathroom","wolfe2","076_R_hook","3"
" a bathroom without a towel hook by the bathroom mirror","a bathroom with a towel hook by the bathroom mirror","wolfe2","076_R_hook","4"
"a modern kitchen with bar seating at an island. there are three black seat stools with footrest and on black seat stool with no footrest.","a modern kitchen with bar seating at an island. there are four black seat stools with footrests.","wolfe2","077_L_footrest","1"
"a very modern looking kitchen with four stools, one without a footrest","a very modern kitchen with four stools, all of which have a foot rest","wolfe2","077_L_footrest","2"
"a modern kitchen with 4 stools, 3 of which have foot rests","a modern kitchen with 4 stools and all have their foot rest","wolfe2","077_L_footrest","3"
" kitchen with three lights, and 4 stools at the counter","kitchen with three lights, and 4 stools at the counter and one missing foot rest","wolfe2","077_L_footrest","4"
"a kitchen with four tall chairs and one of the chairs has not leg pedal","a kitchen with four tall charis and all of the chairs have leg pedal","wolfe2","077_L_footrest","5"
"four stool chairs with a missing label on the bottom.","four stool chairs with all labels.","wolfe2","077_L_footrest","6"
"a luxurious and modern kitchen with bar stools","a luxious and modern kitchen with bar stools and foot support","wolfe2","077_L_footrest","7"
"a clean kitchen with four stools and one missing a footrest.","a clean kitchen with four stools that all have footrests. ","wolfe2","077_R_footrest","1"
"a clean and modern kitchen with 4 stool chairs, one stool missing a foot rest","a clean and modern kitchen with 4 stool chairs that all have foot rests","wolfe2","077_R_footrest","2"
"it's a home kitchen next to the backyard with four seets at the counter, very modern and clean","still a home kitchen thats very modern and clean, but the four seats all have foot pedals now, while the other kitchen only three seats did.","wolfe2","077_R_footrest","3"
"a chiar without leg support","a chair with leg support","wolfe2","077_R_footrest","4"
"a light green themed bathroom missing a handle on the faucet","a light green themed bathroom with both faucet handles present","wolfe2","078_L_faucet","1"
"a black bathroom vanity with one faucet handle under a white-framed mirror","a black bathroom vanity with two faucet handles under a white-framed mirror","wolfe2","078_L_faucet","2"
"a fancy, well decorated bathroom, with only one water selection at the sink.","a fancy, well decorated bathroom, with both hot and cold water selection at the sink.","wolfe2","078_L_faucet","3"
"a ;bathroom with only one water handle","a bathroom with two water handle","wolfe2","078_L_faucet","4"
"a fancy home bathroom with one know for turning on water.","a fancy home bathroom with two knobs for turning on water.","wolfe2","078_L_faucet","5"
"a sea green bathroom with a decorative sink with one faucet handle","a sea green bathroom with a decorative sink with two faucet handles","wolfe2","078_L_faucet","6"
"a bathroom with a faucet and left side handle.","a bathroom with a faucet and left and right side handle.","wolfe2","078_R_faucet","1"
"water pipe not available in this","water pipe has installed","wolfe2","078_R_faucet","2"
"a bathroom decorated with blue walls and white tile, with a black sink consisting of one faucet knob","a bathroom decorated with blue walls and white tile, with a black sink consisting of two faucet knobs","wolfe2","078_R_faucet","3"
"there is no water handle","a water handle is installed","wolfe2","078_R_faucet","4"
"in this bathroom there is a vanity with an assortment of soaps but one is missing.","in this bathroom there is a vanity with a well balanced assortment of soaps.","wolfe2","078_R_faucet","5"
"clean and tidy bathroom setting","clean new focets in nice bathroom","wolfe2","078_R_faucet","6"
"this is a fancy bathroom with only one tap handle","this is a fancy bathroom with both a hot and cold tap handle","wolfe2","078_R_faucet","7"
"a fully stocked kitchen with an empty shelf on top","a fully stocked kicthen with bowls on the top shelves","wolfe2","079_L_bowl","1"
"this kitchen is lovely and quaint. nice tile floors accentuate the antique but modern look of the layout.","the cabinets in this kitchen are quite lovely and appear very antique yet modern as well. there are four shelves on each unit to the left and right of the range. at the top of both shelving units is a bowl on either side.","wolfe2","079_L_bowl","2"
"a country kitcjen with many open shelves.one of the shelves has a bowl.","a country kitchen with many open shelves all of which haves bowls and other things.","wolfe2","079_L_bowl","3"
"kitchen with three lights and 26 full shelves","kitchen with three lights and 27 full shelves","wolfe2","079_L_bowl","4"
"a kitchen with white cabentry and black countertops and white shelfs that are all filled with diningware except for the top shelf directly to the right of the stove.","a kitchen with white cabintry and black countertops and white shelfs that are filled with diningware.","wolfe2","079_R_bowl","1"
"large, spacious kitchen with stone floors,bookshelf island, and 17 cubbies holding dishes","large, spacious kitchen with stone floors, a kitchen island with bookshelves, and 18 cubbies with dishes","wolfe2","079_R_bowl","2"
"a white kitchen with white bowls and plates on every shelf","a white kitchen with white bowls and plates on all but one shelf","wolfe2","079_R_bowl","3"
"there are 3 lights hanging from the ceiling. the counter has shelving with books. there are cabinets on the wall. there is a bowl missing from the top middle cabinet.","there are 3 lights hanging from the ceiling. the counter has shelving with books. there are cabinets on the wall with a white bowl in the top middle.","wolfe2","079_R_bowl","4"
"it contains one plant","it contains two plants","wolfe2","080_L_plant","1"
"a kitchen with white cabinets, wood countertops, a baker's rack and black shelving in the corner with 1 small plant","a kitchen with white cabinets, wood countertop, a baker's rack and black shelving in the corner with 2 small plants","wolfe2","080_L_plant","2"
"a yellow kitchen with countertops and an island, there is one plant on the counter","a yellow kitchen with countertops and an island and two plants sitting on the counter","wolfe2","080_L_plant","3"
"a modern kitchen with modern lights and utensils","a modern kitchen with modern lights and utensils and added plant beside the cupboard","wolfe2","080_L_plant","4"
"a kitche with white cabintry and wooden countertops that have one plant on the far left next to a shelf.","a kitchen with white cabentry and wooden countertops that have two plants on the far left next to a shelf.","wolfe2","080_R_plant","1"
"there is a black cabinet in a sunny kitchen with white cabinets.","there is a cactus plant on the kitchen counter that is housed by white shelves.","wolfe2","080_R_plant","2"
"a modern looking kitchen with a black shelf in its background","a modern looking kitchen with a plant on the counter","wolfe2","080_R_plant","3"
"a full stocked kitchen with white and black furniture and a tall black shelf","a fully stocked kitchen with white and black furniture and a tall black shelf, and a plant","wolfe2","080_R_plant","4"
"a light, cheery kitchen with a long counter than holds one potted plant","a light, cheery kitchen with a long counter that holds one potted plant","wolfe2","080_R_plant","5"
"catch-all room with big front windows, black book shelf with clean floor","catch-all room with big front windows, black book shelf with object on the floor next to the left leg of book shelf","wolfe2","081_L_football","1"
"a play area without a toy next to shelves","a play area with a toy next to the shelves","wolfe2","081_L_football","2"
"an office with a large window","an office with a large window and something in the corner","wolfe2","081_L_football","3"
"home office with nothing on floor next to shelves.","home office with white object on floor next to shelves.","wolfe2","081_L_football","4"
"an office with a black stand shelf unit beside a credenza","an office with a black stand shelf unit beside a credenza and a soccer ball behind the shelf","wolfe2","081_L_football","5"
"there is nothing appear in the under the stool set chamber","a small piece appear under the chamber","wolfe2","081_R_football","1"
"a child's looking room with childrens toys on the floor. there is no toy in the corner by the shelf with the radio on it.","a child's looking room with childrens toys on the floor. there is a toy in the corner by the shelf with the radio on it.","wolfe2","081_R_football","2"
"a spare bedroom","a spare bedroom with an object missing","wolfe2","081_R_football","3"
"there is a black bookcase in a bedroom with a pink toy scooter.","there is an unidentified object next to the black bookcase in the bedroom","wolfe2","081_R_football","4"
"a well organized bedroom with a missing silver bowl","a well organized bedroom with a silver bowl on the table","wolfe2","082_L_bowl","1"
"bed room with hot and pillow.  a light and class is present .  there is a televison present in the box","a bed room with hot  and pillow, a light and class is present.  there is a television is present in the box","wolfe2","082_L_bowl","2"
"a tidy master bedroom with a hanging light and a white nightstand with an open shelf","a tidy master bedroom with a hanging light and a white nightstand with a bowl on the open shelf","wolfe2","082_L_bowl","3"
"a closed drawer","an open end of a drawer","wolfe2","082_L_bowl","4"
"vintage style bedroom with grey walls","vintage style bedroom with grey walls and a nightstand which holds a small dish","wolfe2","082_R_bowl","1"
"it is a picture of a bedroom with a bed side table to the side of the bed.","it is a picture of a bedroom with a bed side table to the side of the bed with a dish or maybe a jewelry holder under the top shelf on top of the drawer. ","wolfe2","082_R_bowl","2"
"a grand style master bedroom with a white nightstand to the right","a granddstyle master bedroom with a object on the nightstand to the right","wolfe2","082_R_bowl","3"
"the shelf is vacant","there is some type of bowl on the shelf","wolfe2","082_R_bowl","4"
"a long coffeetable serves as a bedside table.","more items appear on the lower shelf of the coffee table which serves as a bedside stand.","wolfe2","082_R_bowl","5"
"a fully furnished bedroom with an enclosed dresser","a full furnished bedroom with an enclosed dressed with a dishsitting upon itnum_enter","wolfe2","082_R_bowl","6"
"a spare couch for sick relatives","a spare couch for a big dog","wolfe2","082_R_bowl","7"
"the side of a coffee table that is grey","a bowl is sitting underneath a table","wolfe2","082_R_bowl","8"
"this is a bedroom. a night stand on the right has empty shelves.","this is a bedroom. a night stand on the right has shelves with a bowl on it.","wolfe2","082_R_bowl","9"
"a child's bedroom that is very colorful with a knob missing on the blue drawer","a child's bedroom that is very colorful with all the knobs intact on the dresser","wolfe2","083_L_knob","1"
"a bright bedroom with a bunk bed, a dresser system and a small kids table. ","a brightly colored bedroom with bunk beds, a kids table and chairs and a dresser system with white knobs. ","wolfe2","083_L_knob","2"
"a bright and colorful childrens room that contains a bunk bed, a window, a table, and a storage dresser with 5 handles","a bright and colorful childrens room that contains a bunk bed, a window, a table, and a storage dresser with 6 handles","wolfe2","083_L_knob","3"
"this child's room is very colorful. the bunk bed is white, but everything else in the room is exploding with colors. ","the child's room is quite bright, from the yellow walls, to the lovely 6 drawer furniture module that has alternating colors. one pull knob is missing from the top blu drawer of the module.","wolfe2","083_L_knob","4"
"a bright and sunny children's room with white bunk beds, a colorful carpet, a small white table with a small blue and a small green chair, and a colorful cabinet with white knobs","a bright and sunny children's room with white bunk beds, a colorful carpet, a small white table with a small blue chair and a small green chair, and a colorful cabinet with white knobs on some of the drawers.","wolfe2","083_R_knob","1"
"the top blue drawer in the bedroom is missing a knob","all the drawers in the bedroom have knobs","wolfe2","083_R_knob","2"
"a child's bedroom with a bunkbed, small green chair, square white table, shelves, and a chest of drawers including two blue drawers, one of which is missing a knob","a child's bedroom with a bunkbed, small green chair, square white table, shelves, and a chest of drawers including two blue drawers that both have knobs","wolfe2","083_R_knob","3"
"colorful bedroom with bunkbed, table and a row of drawers on the wall with one missing","colorful bedroom with an open window and the matching drawer has a white pull fr it.","wolfe2","083_R_knob","4"
"the room is so beatiful and there is no lamp","the room is so beatiful and there is very beatiful lamp is there","wolfe2","084_L_light","1"
"it contains an empty wal","it contains a frame","wolfe2","084_L_light","2"
"yopen door to the balcony looking at the water with a scope","open door to the balcony looking at the water with a scope and mirror on the wall","wolfe2","084_L_light","3"
"a nice living area with a patio overlooking the water and there is a wall sconce on the wall to the left of the patio door.","a nice living area with a patio overlooking the water","wolfe2","084_L_light","4"
"a beach side living room with no decorations on the wall","a beach side living room with lights as decorations on the wall","wolfe2","084_L_light","5"
"beach home with beige walls","beach home with beige wall and latern type lighting","wolfe2","084_R_light","1"
"open room with cozy chairs and couch with the door open overlooking the water and a plain wall on the right side","open concept room with cozy furniture overlooking the water and a sconce on the wall.","wolfe2","084_R_light","2"
"a living room overlooking the water, without a light fixture on the wall","a living room overlooking the water, with a light fixture on the wall","wolfe2","084_R_light","3"
"nothing is on the wall","a light is on the wall","wolfe2","084_R_light","4"
"a well appointed living area contains a vast assortment of accoutremonts.","a wall sconce appears in the busy livingroom","wolfe2","084_R_light","5"
"a living room with a scenic view","a living room with a scenic view and wall light","wolfe2","084_R_light","6"
"a classy vacation beach house space with open door","fresh air in the beach house","wolfe2","084_R_light","7"
"part of the wall close to windows","light device attached to the wall","wolfe2","084_R_light","8"
